"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,0.0801,-0.1201,0.041,0.0286,0.0227,0.071,0.1671,-0.2128,-0.1239,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0801,1,0.56,0.3454,0.0739,-0.343,-0.1999,0.0813,0.4507,0.1356,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.1201,0.56,1,0.3465,0.0371,-0.1982,-0.2294,-0.1054,0.3825,0.1857,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.041,0.3454,0.3465,1,0.3086,-0.182,-0.3282,-0.2007,0.0811,0.1785,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0286,0.0739,0.0371,0.3086,1,-0.1442,-0.0582,-0.0362,-0.0394,0.0239,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0227,-0.343,-0.1982,-0.182,-0.1442,1,0.4852,0.3091,-0.3362,-0.1665,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.071,-0.1999,-0.2294,-0.3282,-0.0582,0.4852,1,0.6028,-0.1258,-0.1188,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1671,0.0813,-0.1054,-0.2007,-0.0362,0.3091,0.6028,1,-0.1181,-0.1076,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.2128,0.4507,0.3825,0.0811,-0.0394,-0.3362,-0.1258,-0.1181,1,0.4361,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.1239,0.1356,0.1857,0.1785,0.0239,-0.1665,-0.1188,-0.1076,0.4361,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9841,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.6726,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.5373,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9858,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7739,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6102,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7787,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801
