"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1122,0,0,0,0,0,0,0,0.1107,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1055,0.1048,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1237,0,0,0,0,0,0,0,0.1207,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1084,0,0,0,0,0,0,0,0.1083,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1217,0,0.1214,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1263,0,0,0,0,0,0,0,0.1207,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
